2016-07-28T16:53:09	33.220451	-119.358488	42.3700111164	11.8731826965	3.83193692091	41.0276704337	33.4612964954	1495.22777588
2016-07-28T16:53:10	33.220451	-119.358487874	42.7508864923	11.7680971302	3.82384148016	41.4262640809	33.4767667733	1494.89074323
2016-07-28T16:53:11	33.220451	-119.358487794	43.1354611992	11.936895888	3.838475609	41.811020043	33.4674356022	1495.4668127
2016-07-28T16:53:12	33.220451	-119.358487754	43.5345166063	11.633599103	3.81416057775	42.208887125	33.5029542176	1494.47109246
2016-07-28T16:53:13	33.220451	-119.35848775	44.0147427115	11.4784728008	3.79761041941	42.6126395923	33.4809800789	1493.91440611
2016-07-28T16:53:14	33.220451	-119.358487777	44.4256698385	11.46312568	3.79881025344	43.1487809471	33.5066873472	1493.90017194
2016-07-28T16:53:15	33.220451	-119.358487831	44.9349259005	11.4902795073	3.79851462778	43.555862839	33.4790511518	1493.96779184
2016-07-28T16:53:16	33.220451	-119.358487907	45.3323997338	11.4273508423	3.79579022057	44.0699922708	33.5090164646	1493.79371555
2016-07-28T16:53:17	33.220451	-119.358488	45.8283268838	11.4371930947	3.79699416708	44.5146574942	33.5118170986	1493.83867335
2016-07-28T16:53:18	33.220451	-119.358488156	46.2568124314	11.4291139455	3.79701942701	44.9066702386	33.5193362131	1493.82553229
2016-07-28T16:53:19	33.220451	-119.358488408	46.5538788013	11.2347645907	3.77934802015	45.3166051615	33.5214494479	1493.15741152
2016-07-28T16:53:20	33.220451	-119.358488732	46.6967310111	11.1116902599	3.77062848109	45.5117220459	33.5472956695	1492.76182237
2016-07-28T16:53:21	33.220451	-119.358489104	46.789318181	10.8792205793	3.75019748319	45.6297713229	33.5570781726	1491.95797759
2016-07-28T16:53:22	33.220451	-119.3584895	46.9086471789	11.0049132289	3.76200365145	45.6717361777	33.5589817161	1492.40355777
2016-07-28T16:53:23	33.220451	-119.358489896	46.992697689	10.9837965878	3.76101769442	45.7490509187	33.5684577469	1492.34240284
2016-07-28T16:53:24	33.220451	-119.358490268	47.0698815384	10.9142125284	3.75471447741	45.7512148063	33.569283871	1492.09847038
2016-07-28T16:53:25	33.220451	-119.358490592	47.0886335339	10.7662146496	3.74476944292	45.8009614729	33.6061793824	1491.62159846
2016-07-28T16:53:26	33.220451	-119.358490844	47.078636697	10.6501108188	3.73428943447	45.8501582774	33.608027647	1491.2141362
2016-07-28T16:53:27	33.220451	-119.358491	47.0108251086	10.6663007982	3.73651265087	45.7950544636	33.6154554679	1491.27949704
2016-07-28T16:53:28	33.2204517912	-119.358490993	46.9846109068	10.6294339367	3.73343752994	45.7554451072	33.6186926702	1491.15182432
2016-07-28T16:53:29	33.2204539711	-119.358490802	46.8925289522	10.595943745	3.72976781332	45.6916476475	33.6126555642	1491.02496774
2016-07-28T16:53:30	33.2204572487	-119.358490472	46.8211760186	10.5270959412	3.72529696992	45.5812014741	33.6313015744	1490.80124612
2016-07-28T16:53:31	33.2204613332	-119.358490047	46.7602834848	10.479087342	3.72174529864	45.5685718755	33.6399643155	1490.64074194
2016-07-28T16:53:32	33.2204659339	-119.358489571	46.6967473633	10.4736647943	3.72113193258	45.4343786068	33.6388538407	1490.61729413
2016-07-28T16:53:33	33.2204707598	-119.35848909	46.7317838251	10.46741022	3.72149283871	45.4085596679	33.6482255598	1490.60664516
2016-07-28T16:53:34	33.2204755203	-119.358488648	46.6866623659	10.5387933023	3.72593191832	45.3650550068	33.6269295336	1490.83342206
2016-07-28T16:53:35	33.2204799243	-119.358488289	46.7119508837	10.4767340182	3.72183463829	45.3455389759	33.6431218164	1490.63229246
2016-07-28T16:53:36	33.2204836812	-119.358488058	46.6889717413	10.5429138458	3.72533220307	45.3422133301	33.6168510574	1490.83624173
2016-07-28T16:53:37	33.2204865	-119.358488	46.703286269	10.55268789	3.72830649197	45.3777804923	33.638029385	1490.89652651
2016-07-28T16:53:38	33.2204887512	-119.358488088	46.6825086973	10.5721220266	3.72882184909	45.2742029394	33.6253994144	1490.94818186
2016-07-28T16:53:39	33.220490973	-119.358488258	46.6490146824	10.567458267	3.72867696429	45.3116417582	33.6280949457	1490.93582763
2016-07-28T16:53:40	33.2204931263	-119.358488497	46.6035959782	10.4819618569	3.72214077624	45.295131149	33.6415254423	1490.64768423
2016-07-28T16:53:41	33.220495172	-119.358488791	46.5490190999	10.4600500954	3.7202002847	45.2463166617	33.64223994	1490.56974194
2016-07-28T16:53:42	33.2204970711	-119.358489129	46.5118966382	10.4704919857	3.72112270656	45.1851482079	33.641756082	1490.60554768
2016-07-28T16:53:43	33.2204987845	-119.358489496	46.4920635138	10.4333764672	3.71792637888	45.2056969039	33.6440400013	1490.47599458
2016-07-28T16:53:44	33.2205002732	-119.358489879	46.4655141178	10.4186803852	3.71683759483	45.2041023011	33.6464835296	1490.42699506
2016-07-28T16:53:45	33.220501498	-119.358490267	46.4820161174	10.4188788621	3.7169158052	45.1923564577	33.6471551643	1490.4286129
2016-07-28T16:53:46	33.22050242	-119.358490644	46.5344025793	10.416376699	3.71662387097	45.2268231298	33.646420128	1490.41911926
2016-07-28T16:53:47	33.220503	-119.358491	46.5884599462	10.415383871	3.71665451613	45.3253779748	33.6476610648	1490.41861032
2016-07-28T16:53:48	33.2205032858	-119.358491384	46.6838062057	10.41368731	3.71652774193	45.3670163547	33.648	1490.41338579
2016-07-28T16:53:49	33.2205033826	-119.358491855	46.7187049071	10.4034478835	3.71570698825	45.4281934985	33.6490408869	1490.37944905
