2016-07-28T16:22:43	20.4128381103	0.00099	-0.121283361111	0.0129	1483.63158383
2016-07-28T16:22:44	20.4181409993	0.00100042855412	-0.117762092288	0.0129	1483.64786117
2016-07-28T16:22:45	20.4362633682	0.00104	-0.0944539541803	0.0131	1483.70386625
2016-07-28T16:22:46	20.4171931387	0.000988257485173	-0.102116363961	0.0129	1483.64483871
2016-07-28T16:22:47	20.4062366109	0.0009470785466	-0.119278184691	0.0127	1483.61151409
2016-07-28T16:22:48	20.39925047	0.00094	-0.170034801558	0.0127	1483.58915347
2016-07-28T16:22:49	20.4018204955	0.00096	-0.130421761021	0.0128	1483.59728093
2016-07-28T16:22:50	20.4080156574	0.000982039205705	-0.0953938608591	0.0129	1483.61729032
2016-07-28T16:22:51	20.4140192312	0.001	-0.0612752905884	0.0129	1483.63642605
2016-07-28T16:22:52	20.41981626	0.00101	-0.0363716407783	0.013	1483.65386127
2016-07-28T16:22:53	20.407391615	0.00098	-0.10245309877	0.012878199725	1483.61588889
2016-07-28T16:22:54	20.385606921	0.00091	-0.141726444898	0.0126	1483.54793947
2016-07-28T16:22:55	20.3993061432	0.00096	-0.10849440227	0.0128	1483.59008
2016-07-28T16:22:56	20.3988657024	0.000948978063561	-0.130231319164	0.0128	1483.58870968
2016-07-28T16:22:57	20.3867934271	0.00094	-0.111846321767	0.0127	1483.55274265
2016-07-28T16:22:58	20.3789469644	0.00091	-0.205968542697	0.0126	1483.527
2016-07-28T16:22:59	20.37315057	0.000918257485173	-0.11337332643	0.0126	1483.51057668
2016-07-28T16:23:00	20.3706211863	0.00092348969557	-0.153984782222	0.0126	1483.50251319
2016-07-28T16:23:01	20.3913308282	0.00099	-0.0886432857786	0.0129	1483.567362
2016-07-28T16:23:02	20.3801066362	0.000947098977417	-0.103082766455	0.0127	1483.53213238
2016-07-28T16:23:03	20.3410229586	0.00085	-0.110110100083	0.0123	1483.41284339
2016-07-28T16:23:04	20.3357213629	0.000860428554118	-0.141444337672	0.0124	1483.39616091
2016-07-28T16:23:05	20.3438877754	0.00089	-0.0788252260032	0.0125	1483.422
2016-07-28T16:23:06	20.3538298869	0.00093	-0.119119277047	0.0126203920571	1483.45205888
2016-07-28T16:23:07	20.3640548747	0.00097	-0.12807278047	0.0128	1483.483
2016-07-28T16:23:08	20.3629347461	0.00098	-0.149084664135	0.012881028797	1483.47913868
2016-07-28T16:23:09	20.365436993	0.00098	-0.160324540276	0.0128796079429	1483.48698063
2016-07-28T16:23:10	20.358641002	0.000958255130515	-0.133230463445	0.0127825513051	1483.46670921
2016-07-28T16:23:11	20.3634870967	0.00098	-0.15302349336	0.0129	1483.48105495
2016-07-28T16:23:12	20.3607062025	0.00097	-0.134087015777	0.0128	1483.47246099
2016-07-28T16:23:13	20.3463932502	0.00093	-0.116807437647	0.0127	1483.42929308
2016-07-28T16:23:14	20.3492416175	0.00095	-0.143193346936	0.0127	1483.43771098
2016-07-28T16:23:15	20.3540203103	0.00098	-0.100557145937	0.0128	1483.45331922
2016-07-28T16:23:16	20.3588156303	0.00098	-0.0682786043596	0.0129	1483.468
2016-07-28T16:23:17	20.3534020983	0.000978654067638	-0.167510994556	0.0128	1483.45084328
2016-07-28T16:23:18	20.3445587847	0.00095	-0.152129112294	0.0127	1483.42317779
2016-07-28T16:23:19	20.3501258819	0.00097	-0.116496826839	0.0128	1483.44116745
2016-07-28T16:23:20	20.3521	0.000977960794295	-0.130012890948	0.0128	1483.44707688
2016-07-28T16:23:21	20.3501652109	0.00098	-0.133416498682	0.0128	1483.441
2016-07-28T16:23:22	20.3464226337	0.000957377885039	-0.0666035062582	0.012781028797	1483.43089287
2016-07-28T16:23:23	20.3470428569	0.000961690962099	-0.174880379716	0.0128	1483.4304321
2016-07-28T16:23:24	20.3591	0.00101	-0.100702456908	0.013	1483.46857143
2016-07-28T16:23:25	20.3647567232	0.00103	-0.118054964332	0.013	1483.48566744
2016-07-28T16:23:26	20.3594564007	0.000997383779224	-0.0976076359827	0.0129	1483.46978044
2016-07-28T16:23:27	20.3568340397	0.00099	-0.120802155488	0.0129	1483.46144221
2016-07-28T16:23:28	20.3691777226	0.00103	-0.108286262859	0.013	1483.49904311
2016-07-28T16:23:29	20.3814394701	0.00106	-0.130246286554	0.0132	1483.53655615
2016-07-28T16:23:30	20.3785426352	0.00103	-0.135069498378	0.0131	1483.52771429
2016-07-28T16:23:31	20.3697457498	0.00100865406764	-0.154657087891	0.012981028797	1483.50017381
2016-07-28T16:23:32	20.3591	0.00097	-0.0987388208972	0.0128	1483.46885558
2016-07-28T16:23:33	20.3662558759	0.00099	-0.0692162492234	0.0129	1483.49087075
2016-07-28T16:23:34	20.3794770886	0.000480700673407	-0.142336874047	0.0110040764408	1483.5280689
2016-07-28T16:23:35	20.3949267251	0.00107	-0.133362336953	0.0132	1483.57697989
2016-07-28T16:23:36	20.4072132223	0.000449118351902	-0.104989062275	0.0109274173275	1483.61289945
2016-07-28T16:23:37	20.4089271095	0.000496507230314	-0.137414755273	0.011116657861	1483.61770772
2016-07-28T16:23:38	20.408382251	0.000826525047507	-0.0868707652252	0.0122923138831	1483.61793119
2016-07-28T16:23:39	20.408	0.000875561476274	-0.08848495985	0.0125	1483.617
2016-07-28T16:23:40	20.4065271407	0.00103096038012	-0.134095369737	0.0131	1483.61218971
2016-07-28T16:23:41	20.4140436547	0.00104135441595	-0.0976154021965	0.0131	1483.63583267
2016-07-28T16:23:42	20.4256567334	0.00109	-0.149467827718	0.0133	1483.67027419
